pl_name,disc_facility,sy_vmag,sy_kmag,sy_gaiamag
WASP-150 b,SuperWASP-North,12.026,10.747,11.9151
WASP-153 b,SuperWASP,12.591,11.051,12.4967
WASP-154 b,SuperWASP,13.191,10.774,12.8344
WASP-155 b,SuperWASP,12.365,10.86,12.4962
WASP-156 b,SuperWASP,11.559,9.339,11.3227
WASP-158 b,SuperWASP-South,12.044,10.881,12.0911
WASP-159 b,SuperWASP-South,12.836,11.017,12.2951
WASP-16 b,SuperWASP,11.288,9.589,11.1247
WASP-160 B b,SuperWASP-South,13.04,11.055,12.8842
WASP-162 b,SuperWASP-South,12.213,10.466,12.0652
WASP-164 b,SuperWASP-South,12.603,10.959,12.4679
WASP-165 b,SuperWASP-South,12.816,11.024,12.5435
WASP-168 b,SuperWASP-South,12.124,10.443,11.7139
WASP-17 b,SuperWASP,11.588,10.224,11.3803
WASP-172 b,SuperWASP-South,10.988,10.13,11.0099
WASP-173 A b,SuperWASP-South,11.15,10.002,11.3975
WASP-174 b,SuperWASP-South,11.803,10.579,11.6826
WASP-176 b,SuperWASP-North,12.006,10.648,11.9392
WASP-18 b,SuperWASP,9.28,8.131,9.16617
WASP-180 A b,SuperWASP,10.655,9.812,10.9134
WASP-186 b,SuperWASP,10.81,9.532,10.6509
WASP-187 b,SuperWASP,10.295,8.79,10.1318
WASP-188 b,SuperWASP,12.165,11.042,12.0215
WASP-19 b,SuperWASP,12.248,10.481,12.1088
WASP-194 b,SuperWASP,11.985,10.875,11.922
WASP-195 b,SuperWASP,11.947,10.679,11.7877
WASP-197 b,SuperWASP,11.565,10.017,11.2369
WASP-20 b,SuperWASP,10.675,9.39,10.6503
WASP-22 b,SuperWASP,11.99,10.318,11.5821
WASP-23 b,SuperWASP,12.539,10.45,12.3208
WASP-24 b,SuperWASP,11.219,10.148,11.3945
WASP-26 b,SuperWASP,11.297,9.69,10.9935
WASP-29 b,SuperWASP,11.331,8.783,10.8932
WASP-3 b,SuperWASP,10.632,9.361,10.4525
WASP-31 b,SuperWASP,11.658,10.65,11.8163
WASP-32 b,SuperWASP,11.257,10.161,11.409
WASP-34 b,SuperWASP,10.285,8.792,10.2046
WASP-35 b,SuperWASP,10.939,9.525,10.8531
WASP-37 b,SuperWASP,12.815,11.093,12.542
WASP-38 b,SuperWASP,9.391,7.998,9.20974
WASP-41 b,SuperWASP,11.632,9.677,11.2823
WASP-43 b,SuperWASP,12.305,9.267,11.907
WASP-48 b,SuperWASP,11.647,10.372,11.523
WASP-49 b,SuperWASP,11.352,9.749,11.2907
WASP-5 b,SuperWASP,12.147,10.598,11.996
WASP-52 b,SuperWASP,12.192,10.086,11.9537
WASP-54 b,SuperWASP,10.413,9.035,10.2441
WASP-56 b,SuperWASP,12.091,10.532,12.0028
WASP-58 b,SuperWASP,11.652,10.285,11.6347
WASP-59 b,SuperWASP,12.659,9.723,12.3142
WASP-60 b,SuperWASP,11.67,10.585,12.0196
WASP-61 b,SuperWASP,12.489,11.008,12.0702
WASP-62 b,SuperWASP,10.213,8.944,10.0721
WASP-63 b,SuperWASP,11.155,9.393,10.9185
WASP-64 b,SuperWASP,12.704,10.956,12.5257
WASP-65 b,SuperWASP,11.869,10.346,11.7509
WASP-66 b,SuperWASP,11.605,10.452,11.5904
WASP-67 b,SuperWASP,12.537,10.129,11.9141
WASP-68 b,SuperWASP,10.674,8.948,10.4092
WASP-69 b,SuperWASP,9.873,7.459,9.48466
WASP-70 A b,SuperWASP,10.786,9.58,11.0323
WASP-71 b,SuperWASP,10.56,9.32,10.5678
WASP-72 b,SuperWASP,10.868,9.617,10.8378
WASP-73 b,SuperWASP,10.468,9.028,10.2607
WASP-74 b,SuperWASP,9.75,8.221,9.5723
WASP-75 b,SuperWASP,11.591,10.062,11.3347
WASP-76 b,SuperWASP,9.518,8.243,9.39507
WASP-78 b,SuperWASP,11.965,11.008,12.1879
WASP-79 b,SuperWASP,10.044,9.056,9.97202
WASP-8 b,SuperWASP,9.789,8.086,9.61249
WASP-80 b,SuperWASP,11.841,8.351,11.273
WASP-82 b,SuperWASP,10.073,8.759,9.89796
WASP-83 b,SuperWASP,12.312,10.393,12.0084
WASP-88 b,SuperWASP,11.388,10.322,11.478
WASP-89 b,SuperWASP,13.21,11.004,12.989
WASP-90 b,SuperWASP,11.618,10.248,11.4559
WASP-91 b,SuperWASP-South,11.98,9.712,11.6236
WASP-92 b,SuperWASP,12.951,11.519,12.8183
WASP-93 b,SuperWASP,10.966,9.942,10.978
WASP-94 A b,SuperWASP,10.051,8.874,10.0285
WASP-95 b,SuperWASP,10.092,8.564,9.93697
WASP-96 b,SuperWASP,12.569,10.914,12.3833
WASP-97 b,SuperWASP,10.57,9.03,10.4238
WASP-99 b,SuperWASP,9.475,8.088,9.3251
BD-14 3065 b,Transiting Exoplanet Survey Satellite (TESS),11.1,9.932,10.91
GJ 1252 b,Transiting Exoplanet Survey Satellite (TESS),12.68,7.915,11.2364
GJ 143 b,Transiting Exoplanet Survey Satellite (TESS),8.08,5.375,7.67906
GJ 3090 b,Transiting Exoplanet Survey Satellite (TESS),11.403,7.294,10.5521
GJ 341 b,Transiting Exoplanet Survey Satellite (TESS),9.49,5.587,8.67538
GJ 3473 b,Transiting Exoplanet Survey Satellite (TESS),13.74,8.829001,12.465
GJ 367 b,Transiting Exoplanet Survey Satellite (TESS),10.153,5.78,9.15159
GJ 3929 b,Transiting Exoplanet Survey Satellite (TESS),12.675,7.869,11.5109
Gliese 12 b,Transiting Exoplanet Survey Satellite (TESS),12.6,7.807,11.3963
HD 110113 b,Transiting Exoplanet Survey Satellite (TESS),10.09,8.502,9.91036
HD 1397 b,Transiting Exoplanet Survey Satellite (TESS),7.79,5.988,7.59336
HD 152843 b,Transiting Exoplanet Survey Satellite (TESS),8.855,7.629,8.76412
HD 152843 c,Transiting Exoplanet Survey Satellite (TESS),8.855,7.629,8.76412
HD 15337 b,Transiting Exoplanet Survey Satellite (TESS),9.1,7.044,8.85598
HD 15337 c,Transiting Exoplanet Survey Satellite (TESS),9.1,7.044,8.85598
HD 183579 b,Transiting Exoplanet Survey Satellite (TESS),8.67,7.15,8.51549
HD 18599 b,Transiting Exoplanet Survey Satellite (TESS),8.99,6.883,8.73117
HD 191939 b,Transiting Exoplanet Survey Satellite (TESS),8.97,7.18,8.77476
HD 191939 c,Transiting Exoplanet Survey Satellite (TESS),8.97,7.18,8.77476
HD 191939 d,Transiting Exoplanet Survey Satellite (TESS),8.97,7.18,8.77476
HD 202772 A b,Transiting Exoplanet Survey Satellite (TESS),8.324,6.959,8.22688
HD 20329 b,Transiting Exoplanet Survey Satellite (TESS),8.76,7.116,8.59089
HD 207496 b,Transiting Exoplanet Survey Satellite (TESS),8.23,5.967,7.97255
HD 207897 b,Transiting Exoplanet Survey Satellite (TESS),8.37,6.312,8.13037
HD 213885 b,Transiting Exoplanet Survey Satellite (TESS),7.95,6.419,7.80173
HD 21520 b,Transiting Exoplanet Survey Satellite (TESS),9.17,7.707,9.01796
HD 219666 b,Transiting Exoplanet Survey Satellite (TESS),9.809,8.158,9.64956
HD 221416 b,Transiting Exoplanet Survey Satellite (TESS),8.15,6.043,7.90776
HD 23472 b,Transiting Exoplanet Survey Satellite (TESS),9.73,7.207,9.38476
HD 23472 c,Transiting Exoplanet Survey Satellite (TESS),9.73,7.207,9.38476
HD 23472 d,Transiting Exoplanet Survey Satellite (TESS),9.73,7.207,9.38476
HD 23472 e,Transiting Exoplanet Survey Satellite (TESS),9.73,7.207,9.38476
HD 23472 f,Transiting Exoplanet Survey Satellite (TESS),9.73,7.207,9.38476
HD 235088 b,Transiting Exoplanet Survey Satellite (TESS),9.19,7.084,8.94271
HD 25463 b,Transiting Exoplanet Survey Satellite (TESS),6.91134,5.706,6.77613
HD 25463 c,Transiting Exoplanet Survey Satellite (TESS),6.91134,5.706,6.77613
HD 260655 b,Transiting Exoplanet Survey Satellite (TESS),9.63,5.862,8.876041
HD 260655 c,Transiting Exoplanet Survey Satellite (TESS),9.63,5.862,8.876041
HD 2685 b,Transiting Exoplanet Survey Satellite (TESS),9.595,8.595,9.52025
HD 28109 b,Transiting Exoplanet Survey Satellite (TESS),9.42,8.175,9.29976
HD 28109 c,Transiting Exoplanet Survey Satellite (TESS),9.42,8.175,9.29976
HD 28109 d,Transiting Exoplanet Survey Satellite (TESS),9.42,8.175,9.29976
HD 332231 b,Transiting Exoplanet Survey Satellite (TESS),8.558,7.242,8.41839
HD 35843 c,Transiting Exoplanet Survey Satellite (TESS),9.36,7.782,9.19551
HD 5278 b,Transiting Exoplanet Survey Satellite (TESS),7.94,6.605,7.80375
HD 6061 b,Transiting Exoplanet Survey Satellite (TESS),8.844,7.392,8.69933
HD 63935 b,Transiting Exoplanet Survey Satellite (TESS),8.58,6.881,8.39353
HD 73583 b,Transiting Exoplanet Survey Satellite (TESS),9.67,6.948,9.27033
HD 73583 c,Transiting Exoplanet Survey Satellite (TESS),9.67,6.948,9.27033
HD 77946 b,Transiting Exoplanet Survey Satellite (TESS),8.99,7.622,8.85184
HD 86226 c,Transiting Exoplanet Survey Satellite (TESS),7.93,6.463,7.7713
HD 93963 A b,Transiting Exoplanet Survey Satellite (TESS),9.182,7.776,9.03376
HD 93963 A c,Transiting Exoplanet Survey Satellite (TESS),9.182,7.776,9.03376
HIP 65 A b,Transiting Exoplanet Survey Satellite (TESS),11.0,8.29,10.5895
HIP 8152 b,Transiting Exoplanet Survey Satellite (TESS),10.07,8.449,9.90726
HIP 8152 c,Transiting Exoplanet Survey Satellite (TESS),10.07,8.449,9.90726
HIP 94235 b,Transiting Exoplanet Survey Satellite (TESS),8.31,6.881,8.16034
HIP 9618 b,Transiting Exoplanet Survey Satellite (TESS),9.2,7.559,9.02543
HIP 9618 c,Transiting Exoplanet Survey Satellite (TESS),9.2,7.559,9.02543
HIP 97166 b,Transiting Exoplanet Survey Satellite (TESS),9.92,7.923,9.68443
HR 858 b,Transiting Exoplanet Survey Satellite (TESS),6.38,5.149,6.25276
HR 858 c,Transiting Exoplanet Survey Satellite (TESS),6.38,5.149,6.25276
HR 858 d,Transiting Exoplanet Survey Satellite (TESS),6.38,5.149,6.25276
L 168-9 b,Transiting Exoplanet Survey Satellite (TESS),11.005,7.082,10.2316
L 98-59 b,Transiting Exoplanet Survey Satellite (TESS),11.685,7.101,10.5976
L 98-59 c,Transiting Exoplanet Survey Satellite (TESS),11.685,7.101,10.5976
L 98-59 d,Transiting Exoplanet Survey Satellite (TESS),11.685,7.101,10.5976
LHS 1815 b,Transiting Exoplanet Survey Satellite (TESS),12.167,7.993,11.2362
LP 714-47 b,Transiting Exoplanet Survey Satellite (TESS),12.492,8.626,11.7282
LP 791-18 c,Transiting Exoplanet Survey Satellite (TESS),16.91,10.644,15.0715
LTT 1445 A c,Transiting Exoplanet Survey Satellite (TESS),10.59,6.496,10.0469
LTT 3780 b,Transiting Exoplanet Survey Satellite (TESS),13.14,8.204001,11.8465
LTT 3780 c,Transiting Exoplanet Survey Satellite (TESS),13.14,8.204001,11.8465
LTT 9779 b,Transiting Exoplanet Survey Satellite (TESS),9.79,8.016,9.60006
NGTS-11 b,Transiting Exoplanet Survey Satellite (TESS),12.456,10.315,12.1895
NGTS-20 b,Transiting Exoplanet Survey Satellite (TESS),11.233,9.83,11.0313
NGTS-27 b,Transiting Exoplanet Survey Satellite (TESS),13.523,11.859,13.3475
NGTS-30 b,Transiting Exoplanet Survey Satellite (TESS),12.537,10.501,12.1755
NGTS-31 b,Transiting Exoplanet Survey Satellite (TESS),13.519,11.775,13.303
NGTS-33 b,Transiting Exoplanet Survey Satellite (TESS),11.604,10.408,11.3976
Ross 176 b,Transiting Exoplanet Survey Satellite (TESS),11.524,8.419,11.2715
TIC 139270665 b,Transiting Exoplanet Survey Satellite (TESS),10.385,8.946,10.1805
TIC 172900988 b,Transiting Exoplanet Survey Satellite (TESS),10.141,8.762,10.0477
TIC 237913194 b,Transiting Exoplanet Survey Satellite (TESS),12.144,10.485,11.9371
TIC 241249530 b,Transiting Exoplanet Survey Satellite (TESS),11.908,10.192,11.565
TIC 257060897 b,Transiting Exoplanet Survey Satellite (TESS),11.814,10.387,11.6659
TIC 279401253 b,Transiting Exoplanet Survey Satellite (TESS),11.938,10.345,11.6965
TIC 365102760 b,Transiting Exoplanet Survey Satellite (TESS),12.154,9.788,11.9772
TIC 393818343 b,Transiting Exoplanet Survey Satellite (TESS),9.48,8.052,9.429071
TIC 46432937 b,Transiting Exoplanet Survey Satellite (TESS),14.268,10.195,13.433
TIC 4672985 b,Transiting Exoplanet Survey Satellite (TESS),11.501,9.97,11.4442
TOI-1011 b,Transiting Exoplanet Survey Satellite (TESS),8.94,7.109,8.72937
TOI-1052 b,Transiting Exoplanet Survey Satellite (TESS),9.511,8.246,9.39972
TOI-1062 b,Transiting Exoplanet Survey Satellite (TESS),10.249,8.296,10.0008
TOI-1064 b,Transiting Exoplanet Survey Satellite (TESS),10.938,8.467,10.6491
TOI-1064 c,Transiting Exoplanet Survey Satellite (TESS),10.938,8.467,10.6491
TOI-1075 b,Transiting Exoplanet Survey Satellite (TESS),12.615,9.115,12.0544
TOI-1107 b,Transiting Exoplanet Survey Satellite (TESS),10.553,9.205,10.3745
TOI-1117 b,Transiting Exoplanet Survey Satellite (TESS),11.016,9.385,10.8621
TOI-1130 b,Transiting Exoplanet Survey Satellite (TESS),11.595,8.351,10.9028
TOI-1130 c,Transiting Exoplanet Survey Satellite (TESS),11.595,8.351,10.9028
TOI-1173 b,Transiting Exoplanet Survey Satellite (TESS),11.038,9.134,10.8041
TOI-1181 b,Transiting Exoplanet Survey Satellite (TESS),10.582,9.22,10.4776
TOI-1194 b,Transiting Exoplanet Survey Satellite (TESS),11.302,9.34,10.9887
TOI-1199 b,Transiting Exoplanet Survey Satellite (TESS),11.093,9.466,10.8853
TOI-1201 b,Transiting Exoplanet Survey Satellite (TESS),12.26,8.646,12.0966
TOI-1203 d,Transiting Exoplanet Survey Satellite (TESS),8.59,6.997,8.42196
TOI-1221 b,Transiting Exoplanet Survey Satellite (TESS),10.494,9.036,10.5262
TOI-1231 b,Transiting Exoplanet Survey Satellite (TESS),12.36,8.069,11.36
TOI-1235 b,Transiting Exoplanet Survey Satellite (TESS),11.495,7.893,10.8492
TOI-1238 b,Transiting Exoplanet Survey Satellite (TESS),12.796,9.184,12.2219
TOI-1238 c,Transiting Exoplanet Survey Satellite (TESS),12.796,9.184,12.2219
TOI-1246 c,Transiting Exoplanet Survey Satellite (TESS),11.632,9.907,11.7291
TOI-1246 d,Transiting Exoplanet Survey Satellite (TESS),11.632,9.907,11.7291
TOI-1246 e,Transiting Exoplanet Survey Satellite (TESS),11.632,9.907,11.7291
TOI-1248 b,Transiting Exoplanet Survey Satellite (TESS),11.806,9.87,11.6512
TOI-1249 b,Transiting Exoplanet Survey Satellite (TESS),11.089,9.126,10.6987
TOI-125 b,Transiting Exoplanet Survey Satellite (TESS),11.023,8.995,10.718
TOI-125 c,Transiting Exoplanet Survey Satellite (TESS),11.023,8.995,10.718
TOI-125 d,Transiting Exoplanet Survey Satellite (TESS),11.023,8.995,10.718
TOI-1259 A b,Transiting Exoplanet Survey Satellite (TESS),12.079,9.619,11.8104
TOI-1260 b,Transiting Exoplanet Survey Satellite (TESS),11.922,8.95,11.5743
TOI-1260 c,Transiting Exoplanet Survey Satellite (TESS),11.922,8.95,11.5743
TOI-1260 d,Transiting Exoplanet Survey Satellite (TESS),11.922,8.95,11.5743
TOI-1266 b,Transiting Exoplanet Survey Satellite (TESS),12.941,8.84,12.1222
TOI-1266 c,Transiting Exoplanet Survey Satellite (TESS),12.941,8.84,12.1222
TOI-1268 b,Transiting Exoplanet Survey Satellite (TESS),10.92,8.911,10.692
TOI-1269 b,Transiting Exoplanet Survey Satellite (TESS),11.618,9.89,11.4712
TOI-1272 b,Transiting Exoplanet Survey Satellite (TESS),11.758,9.701,11.6
TOI-1273 b,Transiting Exoplanet Survey Satellite (TESS),10.98,9.417,10.8662
TOI-1278 b,Transiting Exoplanet Survey Satellite (TESS),13.502,9.735,12.7543
TOI-1279 b,Transiting Exoplanet Survey Satellite (TESS),10.714,8.887,10.4785
TOI-1288 b,Transiting Exoplanet Survey Satellite (TESS),10.445,8.779,10.4468
TOI-1294 b,Transiting Exoplanet Survey Satellite (TESS),11.314,9.964,11.3998
TOI-1295 b,Transiting Exoplanet Survey Satellite (TESS),11.303,10.08,11.1307
TOI-1296 b,Transiting Exoplanet Survey Satellite (TESS),11.37,9.742,11.2912
TOI-1298 b,Transiting Exoplanet Survey Satellite (TESS),11.889,10.012,11.4038
TOI-132 b,Transiting Exoplanet Survey Satellite (TESS),11.197,9.646,11.3208
TOI-1333 b,Transiting Exoplanet Survey Satellite (TESS),9.438,8.272,9.35039
TOI-1347 b,Transiting Exoplanet Survey Satellite (TESS),11.168,9.616,11.2087
TOI-1347 c,Transiting Exoplanet Survey Satellite (TESS),11.168,9.616,11.2087
TOI-1386 b,Transiting Exoplanet Survey Satellite (TESS),10.61,9.086,10.5069
TOI-1408 b,Transiting Exoplanet Survey Satellite (TESS),9.270001,8.078,9.18795
TOI-1408 c,Transiting Exoplanet Survey Satellite (TESS),9.270001,8.078,9.18795
TOI-1410.01,Transiting Exoplanet Survey Satellite (TESS),11.111,8.577,10.8746
TOI-1411 b,Transiting Exoplanet Survey Satellite (TESS),10.51,7.25,9.87723
TOI-1416 b,Transiting Exoplanet Survey Satellite (TESS),9.91,7.708,9.65254
TOI-1420 b,Transiting Exoplanet Survey Satellite (TESS),11.655,10.119,11.738
TOI-1422 b,Transiting Exoplanet Survey Satellite (TESS),10.622,9.19,10.5521
TOI-1431 b,Transiting Exoplanet Survey Satellite (TESS),8.03,7.439,7.97561
TOI-1437 b,Transiting Exoplanet Survey Satellite (TESS),9.173,7.817,9.07928
TOI-1438 b,Transiting Exoplanet Survey Satellite (TESS),10.957,9.09,10.8549
TOI-1438 c,Transiting Exoplanet Survey Satellite (TESS),10.957,9.09,10.8549
TOI-1439 b,Transiting Exoplanet Survey Satellite (TESS),10.55,9.053001,10.4168
TOI-1443 b,Transiting Exoplanet Survey Satellite (TESS),10.675,8.674,10.4596
TOI-1444 b,Transiting Exoplanet Survey Satellite (TESS),10.936,9.061,10.6417
TOI-1448 b,Transiting Exoplanet Survey Satellite (TESS),15.678,10.765,14.4005
TOI-1451 b,Transiting Exoplanet Survey Satellite (TESS),9.584,8.073,9.42861
TOI-1452 b,Transiting Exoplanet Survey Satellite (TESS),14.354,9.74,13.6233
TOI-1453 b,Transiting Exoplanet Survey Satellite (TESS),11.113,8.686,10.7265
TOI-1453 c,Transiting Exoplanet Survey Satellite (TESS),11.113,8.686,10.7265
TOI-1468 b,Transiting Exoplanet Survey Satellite (TESS),12.5,8.497,12.1172
TOI-1468 c,Transiting Exoplanet Survey Satellite (TESS),12.5,8.497,12.1172
TOI-1470 b,Transiting Exoplanet Survey Satellite (TESS),13.459,9.283,12.5555
TOI-1470 c,Transiting Exoplanet Survey Satellite (TESS),13.459,9.283,12.5555
TOI-1472 b,Transiting Exoplanet Survey Satellite (TESS),11.302,9.277,11.1107
TOI-150.01,Transiting Exoplanet Survey Satellite (TESS),11.39,9.94,11.3408
TOI-157 b,Transiting Exoplanet Survey Satellite (TESS),12.725,10.892,12.5143
TOI-1601 b,Transiting Exoplanet Survey Satellite (TESS),10.66,9.191,10.5276
TOI-163 b,Transiting Exoplanet Survey Satellite (TESS),11.467,10.124,11.2193
TOI-1634 b,Transiting Exoplanet Survey Satellite (TESS),13.217,8.6,12.1965
TOI-1669 c,Transiting Exoplanet Survey Satellite (TESS),10.218,8.462,10.0089
TOI-1670 b,Transiting Exoplanet Survey Satellite (TESS),9.889,8.724,9.81934
TOI-1670 c,Transiting Exoplanet Survey Satellite (TESS),9.889,8.724,9.81934
TOI-1685 b,Transiting Exoplanet Survey Satellite (TESS),13.378,8.758,12.2956
TOI-169 b,Transiting Exoplanet Survey Satellite (TESS),12.355,10.815,12.2379
TOI-1694 b,Transiting Exoplanet Survey Satellite (TESS),11.446,9.425,11.3103
TOI-1695 b,Transiting Exoplanet Survey Satellite (TESS),12.989,8.818,12.1364
TOI-1710 b,Transiting Exoplanet Survey Satellite (TESS),9.545,7.959,9.35983
TOI-172 b,Transiting Exoplanet Survey Satellite (TESS),11.299,9.722,11.1927
TOI-1728 b,Transiting Exoplanet Survey Satellite (TESS),12.39,8.803001,11.7294
TOI-1736 b,Transiting Exoplanet Survey Satellite (TESS),8.953,7.283,8.77969
TOI-1742 b,Transiting Exoplanet Survey Satellite (TESS),8.863,7.335,8.72791
TOI-1749 b,Transiting Exoplanet Survey Satellite (TESS),13.86,10.27,13.1798
TOI-1749 c,Transiting Exoplanet Survey Satellite (TESS),13.86,10.27,13.1798
TOI-1749 d,Transiting Exoplanet Survey Satellite (TESS),13.86,10.27,13.1798
TOI-1751 b,Transiting Exoplanet Survey Satellite (TESS),9.327,7.934,9.18941
TOI-1753 b,Transiting Exoplanet Survey Satellite (TESS),11.831,10.175,11.664
TOI-1759 b,Transiting Exoplanet Survey Satellite (TESS),11.93,7.93,10.8385
TOI-1775 b,Transiting Exoplanet Survey Satellite (TESS),11.648,9.722,11.4501
TOI-1776 b,Transiting Exoplanet Survey Satellite (TESS),8.26,6.687,8.09023
TOI-1794 b,Transiting Exoplanet Survey Satellite (TESS),10.32,8.692,10.1444
TOI-1801 b,Transiting Exoplanet Survey Satellite (TESS),11.58,7.805,10.8269
TOI-1803 b,Transiting Exoplanet Survey Satellite (TESS),11.871,9.658,11.7705
TOI-1803 c,Transiting Exoplanet Survey Satellite (TESS),11.871,9.658,11.7705
TOI-1807 b,Transiting Exoplanet Survey Satellite (TESS),10.0,7.568,9.67517
TOI-181 b,Transiting Exoplanet Survey Satellite (TESS),11.191,9.047,11.0857
TOI-1811 b,Transiting Exoplanet Survey Satellite (TESS),11.966,9.643,11.7574
TOI-1820 b,Transiting Exoplanet Survey Satellite (TESS),10.899,9.508,10.9653
TOI-1823 b,Transiting Exoplanet Survey Satellite (TESS),10.728,8.332,10.3908
TOI-1824 b,Transiting Exoplanet Survey Satellite (TESS),9.721,7.757,9.5075
TOI-1836 b,Transiting Exoplanet Survey Satellite (TESS),9.765,8.531,9.64482
TOI-1836 c,Transiting Exoplanet Survey Satellite (TESS),9.765,8.531,9.64482
TOI-1842 b,Transiting Exoplanet Survey Satellite (TESS),9.815,8.446,9.65981
TOI-1853 b,Transiting Exoplanet Survey Satellite (TESS),12.178,10.055,11.9474
TOI-1855 b,Transiting Exoplanet Survey Satellite (TESS),11.197,9.523,11.1611
TOI-1898 b,Transiting Exoplanet Survey Satellite (TESS),7.87,6.663,7.748
TOI-1899 b,Transiting Exoplanet Survey Satellite (TESS),14.88,10.509,13.5553
TOI-1937 A b,Transiting Exoplanet Survey Satellite (TESS),13.18,11.226,13.0168
TOI-199 b,Transiting Exoplanet Survey Satellite (TESS),10.701,8.814,10.5784
TOI-1994 b,Transiting Exoplanet Survey Satellite (TESS),10.514,9.775,10.428
TOI-2000 b,Transiting Exoplanet Survey Satellite (TESS),10.984,9.303001,10.8542
TOI-2000 c,Transiting Exoplanet Survey Satellite (TESS),10.984,9.303001,10.8542
TOI-2005 b,Transiting Exoplanet Survey Satellite (TESS),9.867,8.905,9.75967
TOI-2010 b,Transiting Exoplanet Survey Satellite (TESS),9.849,8.281,9.69568
TOI-2015 b,Transiting Exoplanet Survey Satellite (TESS),16.11,10.263,14.176
TOI-2018 b,Transiting Exoplanet Survey Satellite (TESS),10.25,7.104,9.71999
TOI-2019 b,Transiting Exoplanet Survey Satellite (TESS),10.263,8.598,10.0769
TOI-2025 b,Transiting Exoplanet Survey Satellite (TESS),11.599,10.01,11.3637
TOI-2031 A b,Transiting Exoplanet Survey Satellite (TESS),11.254,9.971,11.1141
TOI-2076 c,Transiting Exoplanet Survey Satellite (TESS),9.139,7.115,8.91028
TOI-2076 d,Transiting Exoplanet Survey Satellite (TESS),9.139,7.115,8.91028
TOI-2088 b,Transiting Exoplanet Survey Satellite (TESS),11.638,9.521,11.4808
TOI-2093 c,Transiting Exoplanet Survey Satellite (TESS),11.925,8.975,11.3685
TOI-2095 b,Transiting Exoplanet Survey Satellite (TESS),13.19,8.988,12.094
TOI-2095 c,Transiting Exoplanet Survey Satellite (TESS),13.19,8.988,12.094
TOI-2107 b,Transiting Exoplanet Survey Satellite (TESS),12.0363,10.328,11.8642
TOI-2120 b,Transiting Exoplanet Survey Satellite (TESS),15.648,10.205,14.1872
TOI-2128 b,Transiting Exoplanet Survey Satellite (TESS),7.22142,5.821,7.06642
TOI-2134 b,Transiting Exoplanet Survey Satellite (TESS),8.933,6.091,8.5077
TOI-2134 c,Transiting Exoplanet Survey Satellite (TESS),8.933,6.091,8.5077
TOI-2136 b,Transiting Exoplanet Survey Satellite (TESS),14.32,9.343,12.9643
TOI-2145 b,Transiting Exoplanet Survey Satellite (TESS),9.07,7.761,8.93651
TOI-2152 A b,Transiting Exoplanet Survey Satellite (TESS),11.436,9.597,11.2407
TOI-2154 b,Transiting Exoplanet Survey Satellite (TESS),11.068,9.85,11.0359
TOI-2158 b,Transiting Exoplanet Survey Satellite (TESS),10.887,9.071,10.6718
TOI-2169 A b,Transiting Exoplanet Survey Satellite (TESS),11.16,9.669,10.9562
TOI-2180 b,Transiting Exoplanet Survey Satellite (TESS),9.162,7.604,9.01133
TOI-2184 b,Transiting Exoplanet Survey Satellite (TESS),12.254,10.41,11.8482
TOI-2193 A b,Transiting Exoplanet Survey Satellite (TESS),11.976,10.383,11.8135
TOI-2196 b,Transiting Exoplanet Survey Satellite (TESS),12.297,10.346,11.8259
TOI-220 b,Transiting Exoplanet Survey Satellite (TESS),10.466,8.542,10.1897
TOI-2202 b,Transiting Exoplanet Survey Satellite (TESS),13.004,10.8,12.7606
TOI-2207 b,Transiting Exoplanet Survey Satellite (TESS),11.316,10.133,11.3545
TOI-2236 b,Transiting Exoplanet Survey Satellite (TESS),11.6,9.96,11.2905
TOI-2295 b,Transiting Exoplanet Survey Satellite (TESS),9.595,8.111,9.46138
TOI-2322 b,Transiting Exoplanet Survey Satellite (TESS),10.912,8.369,10.7489
